# x f(x) derivative
-0.995 -0.985075 2.97007
-0.99 -0.970299 2.9403
-0.985 -0.955672 2.91067
-0.98 -0.941192 2.8812
-0.975 -0.926859 2.85187
-0.97 -0.912673 2.8227
-0.965 -0.898632 2.79367
-0.96 -0.884736 2.7648
-0.955 -0.870984 2.73607
-0.95 -0.857375 2.7075
-0.945 -0.843909 2.67907
-0.94 -0.830584 2.6508
-0.935 -0.8174 2.62267
-0.93 -0.804357 2.5947
-0.925 -0.791453 2.56687
-0.92 -0.778688 2.5392
-0.915 -0.766061 2.51167
-0.91 -0.753571 2.4843
-0.905 -0.741218 2.45707
-0.9 -0.729 2.43
-0.895 -0.716917 2.40307
-0.89 -0.704969 2.3763
-0.885 -0.693154 2.34967
-0.88 -0.681472 2.3232
-0.875 -0.669922 2.29687
-0.87 -0.658503 2.2707
-0.865 -0.647215 2.24467
-0.86 -0.636056 2.2188
-0.855 -0.625026 2.19307
-0.85 -0.614125 2.1675
-0.845 -0.603351 2.14207
-0.84 -0.592704 2.1168
-0.835 -0.582183 2.09167
-0.83 -0.571787 2.0667
-0.825 -0.561516 2.04187
-0.82 -0.551368 2.0172
-0.815 -0.541343 1.99267
-0.81 -0.531441 1.9683
-0.805 -0.52166 1.94407
-0.8 -0.512 1.92
-0.795 -0.50246 1.89607
-0.79 -0.493039 1.8723
-0.785 -0.483737 1.84867
-0.78 -0.474552 1.8252
-0.775 -0.465484 1.80187
-0.77 -0.456533 1.7787
-0.765 -0.447697 1.75567
-0.76 -0.438976 1.7328
-0.755 -0.430369 1.71007
-0.75 -0.421875 1.6875
-0.745 -0.413494 1.66507
-0.74 -0.405224 1.6428
-0.735 -0.397065 1.62067
-0.73 -0.389017 1.5987
-0.725 -0.381078 1.57687
-0.72 -0.373248 1.5552
-0.715 -0.365526 1.53367
-0.71 -0.357911 1.5123
-0.705 -0.350403 1.49107
-0.7 -0.343 1.47
-0.695 -0.335702 1.44907
-0.69 -0.328509 1.4283
-0.685 -0.321419 1.40767
-0.68 -0.314432 1.3872
-0.675 -0.307547 1.36687
-0.67 -0.300763 1.3467
-0.665 -0.29408 1.32667
-0.66 -0.287496 1.3068
-0.655 -0.281011 1.28707
-0.65 -0.274625 1.2675
-0.645 -0.268336 1.24807
-0.64 -0.262144 1.2288
-0.635 -0.256048 1.20967
-0.63 -0.250047 1.1907
-0.625 -0.244141 1.17187
-0.62 -0.238328 1.1532
-0.615 -0.232608 1.13467
-0.61 -0.226981 1.1163
-0.605 -0.221445 1.09807
-0.6 -0.216 1.08
-0.595 -0.210645 1.06207
-0.59 -0.205379 1.0443
-0.585 -0.200202 1.02667
-0.58 -0.195112 1.0092
